carat,cut,color,clarity,depth,table,price
"(-1.613, -0.536]",2.0,2.0,3.0,61.1,4.02535169073515,1256.0
"(-1.613, -0.536]",4.0,1.0,4.0,62.9,3.9512437185814275,1257.0
"(-0.536, 0.538]",4.0,5.0,2.0,61.7,4.01096295328305,1257.0
"(-0.536, 0.538]",4.0,6.0,5.0,60.8,4.036008985209137,1257.0
"(-1.613, -0.536]",2.0,0.0,6.0,60.5,4.02535169073515,1257.0
"(-0.536, 0.538]",2.0,5.0,3.0,61.2,4.007333185232471,1257.0
"(-1.613, -0.536]",2.0,3.0,1.0,61.1,4.02535169073515,1257.0
"(-1.613, -0.536]",2.0,3.0,1.0,61.5,4.04305126783455,1257.0
"(-1.613, -0.536]",3.0,2.0,6.0,61.6,4.060443010546419,1257.0
"(-1.613, -0.536]",2.0,2.0,6.0,61.9,3.9889840465642745,1257.0
"(-1.613, -0.536]",3.0,0.0,7.0,61.9,4.02535169073515,1257.0
"(-1.613, -0.536]",2.0,0.0,7.0,61.5,4.04305126783455,1257.0
"(-1.613, -0.536]",2.0,2.0,6.0,62.2,4.04305126783455,1257.0
"(-1.613, -0.536]",3.0,2.0,6.0,61.6,4.060443010546419,1257.0
"(-1.613, -0.536]",3.0,2.0,6.0,59.2,4.060443010546419,1257.0
"(-1.613, -0.536]",2.0,0.0,7.0,61.5,4.02535169073515,1257.0
"(-1.613, -0.536]",3.0,0.0,7.0,60.0,4.127134385045092,1257.0
"(-1.613, -0.536]",4.0,0.0,2.0,63.5,4.04305126783455,1257.0
"(-1.613, -0.536]",2.0,0.0,7.0,61.3,4.02535169073515,1257.0
"(-1.613, -0.536]",0.0,3.0,4.0,65.7,4.143134726391533,1257.0
"(-1.613, -0.536]",0.0,3.0,4.0,67.6,4.02535169073515,1257.0
"(-1.613, -0.536]",1.0,0.0,2.0,63.9,4.02535169073515,1257.0
"(-1.613, -0.536]",3.0,2.0,2.0,61.1,4.0943445622221,1257.0
"(-1.613, -0.536]",4.0,2.0,5.0,59.9,4.007333185232471,1258.0
"(-1.613, -0.536]",1.0,0.0,3.0,63.2,3.9889840465642745,1258.0
"(-1.613, -0.536]",2.0,5.0,5.0,61.6,3.9889840465642745,1258.0
"(-0.536, 0.538]",2.0,3.0,3.0,60.6,4.02535169073515,1258.0
"(-1.613, -0.536]",2.0,5.0,5.0,61.5,4.007333185232471,1259.0
"(-1.613, -0.536]",2.0,5.0,5.0,61.1,4.007333185232471,1259.0
"(-1.613, -0.536]",2.0,1.0,2.0,62.4,4.02535169073515,1259.0
"(-1.613, -0.536]",2.0,3.0,1.0,62.4,3.9889840465642745,1259.0
"(-1.613, -0.536]",2.0,3.0,1.0,61.6,4.007333185232471,1259.0
"(-1.613, -0.536]",2.0,3.0,1.0,62.4,3.9889840465642745,1259.0
"(-1.613, -0.536]",2.0,3.0,1.0,61.7,4.02535169073515,1259.0
"(-1.613, -0.536]",2.0,3.0,1.0,61.7,4.02535169073515,1259.0
"(-1.613, -0.536]",1.0,3.0,5.0,59.3,4.174387269895637,1259.0
"(-1.613, -0.536]",1.0,1.0,2.0,61.8,4.127134385045092,1259.0
"(-1.613, -0.536]",4.0,1.0,3.0,63.5,4.04305126783455,1259.0
"(-1.613, -0.536]",1.0,3.0,2.0,63.7,4.007333185232471,1259.0
"(-1.613, -0.536]",4.0,2.0,2.0,62.9,4.060443010546419,1260.0
"(-1.613, -0.536]",2.0,2.0,6.0,61.5,4.04305126783455,1260.0
"(-1.613, -0.536]",2.0,5.0,5.0,61.9,4.02535169073515,1260.0
"(-1.613, -0.536]",2.0,2.0,2.0,61.5,4.007333185232471,1260.0
"(-1.613, -0.536]",2.0,6.0,5.0,61.7,3.9889840465642745,1260.0
"(-0.536, 0.538]",4.0,6.0,5.0,62.1,4.04305126783455,1261.0
"(-1.613, -0.536]",4.0,2.0,2.0,60.0,4.060443010546419,1261.0
"(-1.613, -0.536]",4.0,2.0,2.0,61.3,4.02535169073515,1261.0
"(-1.613, -0.536]",4.0,3.0,2.0,63.1,4.02535169073515,1261.0
"(-1.613, -0.536]",4.0,3.0,2.0,61.9,4.04305126783455,1261.0
"(-1.613, -0.536]",4.0,3.0,2.0,59.7,4.060443010546419,1261.0
"(-1.613, -0.536]",4.0,2.0,1.0,62.9,4.007333185232471,1261.0
"(-1.613, -0.536]",2.0,2.0,6.0,60.3,4.07753744390572,1261.0
"(-1.613, -0.536]",2.0,2.0,1.0,61.8,4.007333185232471,1261.0
"(-1.613, -0.536]",2.0,1.0,5.0,61.7,4.02535169073515,1261.0
"(-1.613, -0.536]",3.0,2.0,5.0,59.2,4.04305126783455,1261.0
"(-1.613, -0.536]",4.0,1.0,7.0,59.4,4.0943445622221,1262.0
"(-0.536, 0.538]",4.0,6.0,5.0,60.0,4.084294226368599,1262.0
"(-1.613, -0.536]",4.0,4.0,5.0,62.8,4.060443010546419,1262.0
"(-1.613, -0.536]",4.0,4.0,2.0,62.4,4.007333185232471,1262.0
"(-1.613, -0.536]",4.0,5.0,4.0,61.5,4.030694535145645,1262.0
"(-1.613, -0.536]",1.0,0.0,3.0,63.8,4.04305126783455,1262.0
"(-0.536, 0.538]",0.0,1.0,0.0,78.2,3.9889840465642745,1262.0
"(-1.613, -0.536]",1.0,3.0,4.0,57.8,4.109233174715851,1262.0
"(-1.613, -0.536]",1.0,2.0,4.0,60.1,4.123903364463645,1262.0
"(-1.613, -0.536]",2.0,1.0,3.0,63.0,4.04305126783455,1262.0
"(-1.613, -0.536]",4.0,0.0,5.0,63.2,4.02535169073515,1262.0
"(-1.613, -0.536]",3.0,1.0,3.0,60.1,4.0943445622221,1262.0
"(-1.613, -0.536]",2.0,2.0,6.0,62.5,4.04305126783455,1263.0
"(-1.613, -0.536]",2.0,2.0,6.0,61.7,4.02535169073515,1263.0
"(-1.613, -0.536]",3.0,2.0,6.0,60.8,4.07753744390572,1263.0
"(-1.613, -0.536]",3.0,0.0,7.0,60.4,4.07753744390572,1263.0
"(-1.613, -0.536]",2.0,2.0,6.0,61.3,4.02535169073515,1263.0
"(-1.613, -0.536]",2.0,2.0,6.0,61.3,4.007333185232471,1263.0
"(-1.613, -0.536]",4.0,3.0,6.0,60.1,4.060443010546419,1263.0
"(-1.613, -0.536]",4.0,0.0,7.0,62.2,3.9889840465642745,1263.0
"(-1.613, -0.536]",2.0,0.0,7.0,61.9,4.02535169073515,1263.0
"(-1.613, -0.536]",3.0,2.0,6.0,61.1,4.07753744390572,1263.0
"(-1.613, -0.536]",3.0,0.0,7.0,60.7,4.0943445622221,1263.0
"(-1.613, -0.536]",4.0,2.0,6.0,61.9,4.04305126783455,1263.0
"(-1.613, -0.536]",2.0,0.0,7.0,62.0,4.02535169073515,1263.0
"(-1.613, -0.536]",3.0,0.0,7.0,60.8,4.07753744390572,1263.0
"(-1.613, -0.536]",3.0,3.0,6.0,60.8,4.060443010546419,1263.0
"(-1.613, -0.536]",2.0,2.0,6.0,60.7,4.02535169073515,1263.0
"(-1.613, -0.536]",4.0,0.0,4.0,62.9,4.007333185232471,504.0
"(-1.613, -0.536]",4.0,4.0,6.0,59.9,4.127134385045092,504.0
"(-1.613, -0.536]",3.0,3.0,7.0,60.2,4.0943445622221,504.0
"(-1.613, -0.536]",4.0,4.0,6.0,61.5,4.060443010546419,504.0
"(-1.613, -0.536]",3.0,4.0,2.0,62.4,4.060443010546419,504.0
"(-1.613, -0.536]",4.0,4.0,2.0,61.3,4.007333185232471,504.0
"(-1.613, -0.536]",1.0,4.0,2.0,63.2,4.04305126783455,504.0
"(-1.613, -0.536]",2.0,0.0,4.0,61.7,4.04305126783455,504.0
"(-1.613, -0.536]",1.0,4.0,2.0,63.3,3.9889840465642745,504.0
"(-1.613, -0.536]",4.0,2.0,7.0,61.2,4.007333185232471,505.0
"(-1.613, -0.536]",4.0,2.0,7.0,60.4,4.110873864173311,505.0
"(-1.613, -0.536]",4.0,2.0,7.0,63.3,4.04305126783455,505.0
"(-1.613, -0.536]",4.0,2.0,7.0,62.9,4.04305126783455,505.0
"(-1.613, -0.536]",4.0,1.0,7.0,61.6,4.110873864173311,505.0
"(-1.613, -0.536]",4.0,1.0,7.0,60.6,4.0943445622221,505.0
"(-1.613, -0.536]",4.0,1.0,7.0,62.6,4.07753744390572,505.0
"(-1.613, -0.536]",4.0,1.0,7.0,61.2,4.0943445622221,505.0
"(-1.613, -0.536]",4.0,1.0,7.0,61.9,4.0943445622221,505.0
"(-1.613, -0.536]",4.0,1.0,7.0,60.8,4.110873864173311,505.0
"(-1.613, -0.536]",4.0,1.0,7.0,61.3,4.04305126783455,505.0
"(-1.613, -0.536]",4.0,1.0,7.0,64.1,4.060443010546419,505.0
"(-1.613, -0.536]",4.0,1.0,7.0,61.4,4.127134385045092,505.0
"(-1.613, -0.536]",4.0,1.0,7.0,61.6,4.04305126783455,505.0
"(-1.613, -0.536]",4.0,1.0,7.0,62.3,4.007333185232471,505.0
"(-1.613, -0.536]",4.0,1.0,7.0,62.7,4.007333185232471,505.0
"(-1.613, -0.536]",4.0,1.0,7.0,61.1,4.07753744390572,505.0
"(-1.613, -0.536]",4.0,1.0,7.0,61.1,4.060443010546419,505.0
"(-1.613, -0.536]",4.0,1.0,7.0,62.8,4.060443010546419,505.0
"(-1.613, -0.536]",4.0,1.0,7.0,61.2,4.0943445622221,505.0
"(-1.613, -0.536]",4.0,1.0,7.0,61.4,4.0943445622221,505.0
"(-1.613, -0.536]",2.0,0.0,7.0,61.3,4.02535169073515,1263.0
"(-1.613, -0.536]",3.0,2.0,6.0,60.2,4.07753744390572,1263.0
"(-1.613, -0.536]",2.0,0.0,7.0,62.2,4.007333185232471,1263.0
"(-1.613, -0.536]",1.0,0.0,2.0,63.7,4.04305126783455,1263.0
"(-1.613, -0.536]",2.0,5.0,4.0,61.6,4.007333185232471,1263.0
"(-1.613, -0.536]",3.0,2.0,3.0,60.6,4.060443010546419,1263.0
"(-1.613, -0.536]",1.0,4.0,2.0,63.6,4.007333185232471,1263.0
"(-1.613, -0.536]",2.0,2.0,3.0,62.4,4.02535169073515,1263.0
"(-1.613, -0.536]",2.0,2.0,3.0,62.3,4.04305126783455,1263.0
"(-1.613, -0.536]",2.0,2.0,3.0,61.2,4.02535169073515,1263.0
"(-1.613, -0.536]",2.0,0.0,3.0,61.9,4.02535169073515,1264.0
"(-1.613, -0.536]",2.0,0.0,3.0,62.5,4.007333185232471,1264.0
"(-1.613, -0.536]",4.0,0.0,3.0,62.8,4.04305126783455,1264.0
"(-1.613, -0.536]",2.0,0.0,3.0,59.8,4.007333185232471,1264.0
"(-1.613, -0.536]",2.0,0.0,3.0,61.1,4.02535169073515,1264.0
"(-1.613, -0.536]",3.0,0.0,3.0,62.0,4.060443010546419,1264.0
"(-1.613, -0.536]",2.0,3.0,6.0,60.5,4.04305126783455,1264.0
"(-1.613, -0.536]",3.0,3.0,6.0,60.3,4.060443010546419,1264.0
"(-1.613, -0.536]",3.0,3.0,6.0,60.9,4.060443010546419,1264.0
"(-1.613, -0.536]",2.0,3.0,6.0,61.4,4.007333185232471,1264.0
"(-1.613, -0.536]",3.0,3.0,6.0,62.3,4.07753744390572,1264.0
"(-1.613, -0.536]",3.0,3.0,6.0,62.2,4.060443010546419,1264.0
"(-1.613, -0.536]",3.0,3.0,6.0,62.0,4.07753744390572,1264.0
"(-1.613, -0.536]",2.0,3.0,6.0,62.0,4.007333185232471,1264.0
"(-1.613, -0.536]",3.0,3.0,6.0,61.3,4.04305126783455,1264.0
"(-1.613, -0.536]",2.0,3.0,6.0,61.5,4.02535169073515,1264.0
"(-1.613, -0.536]",2.0,0.0,4.0,61.6,4.02535169073515,1264.0
"(-1.613, -0.536]",2.0,0.0,4.0,61.9,4.007333185232471,1264.0
"(-1.613, -0.536]",2.0,0.0,4.0,62.1,4.02535169073515,1264.0
"(-1.613, -0.536]",2.0,0.0,4.0,62.1,4.007333185232471,1264.0
"(-0.536, 0.538]",3.0,4.0,2.0,62.4,4.060443010546419,1265.0
"(-1.613, -0.536]",4.0,2.0,2.0,62.0,3.9889840465642745,1265.0
"(-0.536, 0.538]",4.0,2.0,3.0,63.7,4.04305126783455,1265.0
"(-1.613, -0.536]",4.0,1.0,3.0,63.5,4.0943445622221,1265.0
"(-1.613, -0.536]",4.0,1.0,3.0,58.3,4.143134726391533,1265.0
"(-0.536, 0.538]",3.0,4.0,2.0,62.9,4.0943445622221,1265.0
"(-0.536, 0.538]",2.0,2.0,3.0,61.8,4.007333185232471,1265.0
"(-1.613, -0.536]",2.0,1.0,3.0,62.7,3.970291913552122,1265.0
"(-1.613, -0.536]",3.0,1.0,3.0,61.7,4.060443010546419,1265.0
"(-0.536, 0.538]",3.0,4.0,2.0,61.9,4.07753744390572,1265.0
"(-1.613, -0.536]",3.0,1.0,3.0,61.8,4.060443010546419,1265.0
"(-1.613, -0.536]",4.0,6.0,5.0,62.9,4.060443010546419,1266.0
"(-1.613, -0.536]",1.0,1.0,2.0,57.4,4.127134385045092,1266.0
"(-1.613, -0.536]",2.0,0.0,6.0,62.0,3.9889840465642745,1266.0
"(-1.613, -0.536]",2.0,5.0,5.0,60.1,4.060443010546419,1266.0
"(-1.613, -0.536]",2.0,5.0,4.0,61.0,4.04305126783455,1266.0
"(-1.613, -0.536]",2.0,1.0,3.0,60.4,4.04305126783455,1266.0
"(-1.613, -0.536]",2.0,3.0,2.0,61.7,4.02535169073515,1266.0
"(-1.613, -0.536]",3.0,2.0,2.0,62.2,4.060443010546419,1266.0
"(-1.613, -0.536]",4.0,5.0,5.0,62.2,4.007333185232471,1267.0
"(-1.613, -0.536]",4.0,1.0,5.0,59.8,4.087655574071304,1267.0
"(-1.613, -0.536]",4.0,2.0,2.0,62.6,4.060443010546419,1267.0
"(-1.613, -0.536]",4.0,2.0,2.0,63.7,4.060443010546419,1267.0
"(-1.613, -0.536]",4.0,3.0,2.0,59.4,4.0943445622221,1267.0
"(-1.613, -0.536]",4.0,3.0,2.0,60.0,4.04305126783455,1267.0
"(-1.613, -0.536]",4.0,3.0,2.0,62.5,4.007333185232471,1267.0
"(-1.613, -0.536]",2.0,1.0,6.0,61.9,4.02535169073515,1267.0
"(-1.613, -0.536]",2.0,1.0,6.0,62.4,4.02535169073515,1267.0
"(-1.613, -0.536]",2.0,1.0,6.0,62.6,4.02535169073515,1267.0
"(-1.613, -0.536]",3.0,1.0,6.0,61.9,4.060443010546419,1267.0
"(-1.613, -0.536]",1.0,1.0,5.0,60.9,4.127134385045092,1267.0
"(-1.613, -0.536]",1.0,2.0,2.0,63.8,4.02535169073515,1268.0
"(-1.613, -0.536]",2.0,2.0,2.0,62.4,4.04305126783455,1268.0
"(-1.613, -0.536]",1.0,3.0,2.0,63.8,4.02535169073515,1268.0
"(-1.613, -0.536]",1.0,2.0,2.0,63.8,4.060443010546419,1268.0
"(-1.613, -0.536]",3.0,3.0,2.0,61.3,4.060443010546419,1268.0
"(-1.613, -0.536]",4.0,2.0,2.0,62.9,4.04305126783455,1268.0
"(-1.613, -0.536]",2.0,5.0,5.0,60.5,4.060443010546419,1268.0
"(-1.613, -0.536]",2.0,4.0,2.0,61.1,4.02535169073515,1268.0
"(-1.613, -0.536]",2.0,4.0,2.0,61.0,4.02535169073515,1268.0
"(-1.613, -0.536]",2.0,4.0,2.0,60.8,4.02535169073515,1268.0
"(-1.613, -0.536]",2.0,4.0,2.0,61.3,4.007333185232471,1268.0
"(-1.613, -0.536]",1.0,2.0,4.0,61.5,4.1059436980654525,1268.0
"(-1.613, -0.536]",1.0,0.0,3.0,63.8,4.02535169073515,1268.0
"(-1.613, -0.536]",1.0,0.0,3.0,63.9,4.007333185232471,1268.0
"(-1.613, -0.536]",2.0,1.0,3.0,58.3,4.127134385045092,1268.0
"(-1.613, -0.536]",4.0,4.0,5.0,63.5,4.0943445622221,1268.0
"(-1.613, -0.536]",3.0,1.0,3.0,59.7,4.060443010546419,1269.0
"(-1.613, -0.536]",2.0,4.0,4.0,61.1,4.02535169073515,1269.0
"(-1.613, -0.536]",2.0,3.0,1.0,61.5,4.04305126783455,1269.0
"(-1.613, -0.536]",1.0,1.0,7.0,64.1,4.04305126783455,1269.0
"(-1.613, -0.536]",3.0,4.0,5.0,59.9,4.110873864173311,1270.0
"(-1.613, -0.536]",4.0,6.0,4.0,62.9,4.04305126783455,1270.0
"(-1.613, -0.536]",4.0,4.0,2.0,59.4,4.060443010546419,1270.0
"(-1.613, -0.536]",2.0,0.0,6.0,60.7,4.04305126783455,1270.0
"(-1.613, -0.536]",2.0,0.0,5.0,60.3,4.04305126783455,1270.0
"(-0.536, 0.538]",2.0,2.0,3.0,61.0,4.02535169073515,1270.0
"(-1.613, -0.536]",2.0,4.0,2.0,62.3,3.970291913552122,1270.0
"(-1.613, -0.536]",2.0,4.0,2.0,62.4,4.04305126783455,1270.0
"(-1.613, -0.536]",2.0,4.0,2.0,61.9,3.9889840465642745,1270.0
"(-1.613, -0.536]",3.0,4.0,4.0,60.7,4.110873864173311,1270.0
"(-1.613, -0.536]",4.0,2.0,2.0,63.7,4.007333185232471,1271.0
"(-1.613, -0.536]",4.0,2.0,2.0,63.6,4.04305126783455,1271.0
"(-0.536, 0.538]",2.0,5.0,2.0,61.9,3.9889840465642745,1271.0
"(-1.613, -0.536]",4.0,3.0,1.0,63.5,4.02535169073515,1271.0
"(-1.613, -0.536]",3.0,3.0,1.0,59.8,4.007333185232471,1271.0
"(-0.536, 0.538]",3.0,1.0,3.0,60.7,4.060443010546419,1271.0
"(-1.613, -0.536]",0.0,3.0,4.0,64.9,4.04305126783455,1271.0
"(-1.613, -0.536]",2.0,0.0,2.0,62.7,4.04305126783455,1272.0
"(-1.613, -0.536]",3.0,0.0,2.0,62.2,4.060443010546419,1272.0
"(-1.613, -0.536]",4.0,2.0,5.0,63.0,4.04305126783455,1272.0
"(-1.613, -0.536]",1.0,0.0,3.0,63.2,4.02535169073515,1272.0
"(-1.613, -0.536]",1.0,0.0,3.0,63.3,4.02535169073515,1272.0
"(-1.613, -0.536]",2.0,0.0,3.0,61.3,4.04305126783455,1272.0
"(-0.536, 0.538]",3.0,2.0,3.0,59.5,4.110873864173311,1272.0
"(-1.613, -0.536]",2.0,0.0,6.0,61.2,4.04305126783455,1272.0
"(-1.613, -0.536]",2.0,0.0,6.0,61.8,3.9889840465642745,1272.0
"(-1.613, -0.536]",4.0,2.0,5.0,59.6,4.063885354737392,1273.0
"(-1.613, -0.536]",4.0,2.0,3.0,57.9,4.110873864173311,1273.0
"(-1.613, -0.536]",4.0,3.0,2.0,60.4,4.060443010546419,1273.0
"(-1.613, -0.536]",2.0,3.0,2.0,63.0,3.9889840465642745,1273.0
"(-1.613, -0.536]",3.0,3.0,2.0,61.0,4.07753744390572,1273.0
"(-1.613, -0.536]",3.0,3.0,2.0,61.3,4.060443010546419,1273.0
"(-1.613, -0.536]",2.0,1.0,3.0,61.8,4.007333185232471,1273.0
"(-1.613, -0.536]",3.0,1.0,3.0,61.9,4.060443010546419,1273.0
"(-1.613, -0.536]",2.0,4.0,1.0,61.7,4.007333185232471,1273.0
"(-1.613, -0.536]",2.0,4.0,1.0,61.9,4.02535169073515,1273.0
"(-1.613, -0.536]",2.0,1.0,7.0,62.3,4.007333185232471,1273.0
"(-1.613, -0.536]",2.0,1.0,7.0,61.8,4.02535169073515,1273.0
"(-1.613, -0.536]",2.0,1.0,7.0,61.3,4.02535169073515,1273.0
"(-1.613, -0.536]",2.0,1.0,3.0,62.0,4.02535169073515,1273.0
"(-0.536, 0.538]",0.0,1.0,0.0,66.1,4.060443010546419,1273.0
"(-0.536, 0.538]",3.0,4.0,2.0,60.0,4.07753744390572,1274.0
"(-1.613, -0.536]",4.0,4.0,6.0,62.3,4.04305126783455,1274.0
"(-1.613, -0.536]",2.0,5.0,7.0,61.6,3.9889840465642745,1274.0
"(-1.613, -0.536]",3.0,1.0,7.0,60.0,4.07753744390572,1274.0
"(-1.613, -0.536]",2.0,1.0,7.0,61.9,4.02535169073515,1274.0
"(-1.613, -0.536]",2.0,1.0,7.0,61.8,4.02535169073515,1274.0
"(-1.613, -0.536]",4.0,1.0,7.0,60.7,4.04305126783455,1274.0
"(-1.613, -0.536]",2.0,1.0,7.0,60.9,4.04305126783455,1274.0
"(-1.613, -0.536]",3.0,2.0,2.0,61.3,4.04305126783455,1274.0
"(-1.613, -0.536]",2.0,2.0,2.0,62.8,4.04305126783455,1274.0
"(-1.613, -0.536]",1.0,2.0,2.0,64.1,4.060443010546419,1274.0
"(-1.613, -0.536]",1.0,2.0,2.0,64.0,4.04305126783455,1274.0
"(-0.536, 0.538]",0.0,4.0,0.0,71.2,3.9889840465642745,1274.0
"(-1.613, -0.536]",4.0,1.0,2.0,58.8,4.07753744390572,1276.0
"(-1.613, -0.536]",2.0,3.0,1.0,62.1,4.04305126783455,1276.0
"(-1.613, -0.536]",2.0,3.0,3.0,61.5,4.007333185232471,1276.0
"(-0.536, 0.538]",2.0,6.0,2.0,61.4,4.007333185232471,1276.0
"(-1.613, -0.536]",2.0,2.0,1.0,61.7,4.007333185232471,1276.0
"(-1.613, -0.536]",2.0,2.0,1.0,61.9,4.007333185232471,1276.0
"(-1.613, -0.536]",2.0,2.0,1.0,61.7,4.007333185232471,1276.0
"(-1.613, -0.536]",2.0,2.0,1.0,61.4,4.04305126783455,1276.0
"(-1.613, -0.536]",2.0,5.0,5.0,62.1,4.007333185232471,1277.0
"(-1.613, -0.536]",4.0,1.0,3.0,62.4,4.055257173514054,1278.0
"(-1.613, -0.536]",2.0,1.0,6.0,60.8,4.04305126783455,1278.0
"(-1.613, -0.536]",4.0,1.0,2.0,63.3,4.04305126783455,1279.0
"(-1.613, -0.536]",1.0,1.0,2.0,63.5,4.110873864173311,1279.0
"(-1.613, -0.536]",4.0,1.0,2.0,63.0,4.110873864173311,1279.0
"(-1.613, -0.536]",0.0,2.0,5.0,55.8,4.0943445622221,1279.0
"(-1.613, -0.536]",1.0,2.0,5.0,57.8,4.143134726391533,1279.0
"(-1.613, -0.536]",2.0,0.0,6.0,62.8,4.04305126783455,1279.0
"(-1.613, -0.536]",2.0,5.0,5.0,62.0,3.9889840465642745,1279.0
"(-1.613, -0.536]",2.0,4.0,5.0,62.3,3.9889840465642745,1279.0
"(-1.613, -0.536]",2.0,2.0,3.0,61.4,4.04305126783455,1279.0
"(-1.613, -0.536]",3.0,0.0,3.0,62.2,4.060443010546419,1279.0
"(-1.613, -0.536]",2.0,1.0,6.0,61.4,4.04305126783455,1279.0
"(-1.613, -0.536]",2.0,2.0,5.0,62.4,3.9889840465642745,1279.0
"(-1.613, -0.536]",3.0,2.0,5.0,61.3,4.0943445622221,1279.0
"(-1.613, -0.536]",2.0,2.0,3.0,61.8,4.02535169073515,1279.0
"(-1.613, -0.536]",2.0,5.0,5.0,60.3,4.0943445622221,1279.0
"(-1.613, -0.536]",2.0,2.0,3.0,63.0,3.9889840465642745,1279.0
"(-1.613, -0.536]",3.0,0.0,2.0,62.5,4.060443010546419,1279.0
"(-1.613, -0.536]",3.0,0.0,2.0,61.3,4.0943445622221,1279.0
"(-1.613, -0.536]",3.0,0.0,3.0,62.1,4.04305126783455,1279.0
"(-1.613, -0.536]",1.0,2.0,3.0,61.9,4.055257173514054,1280.0
"(-1.613, -0.536]",2.0,3.0,1.0,61.6,4.04305126783455,1280.0
"(-1.613, -0.536]",2.0,6.0,5.0,61.9,4.04305126783455,1280.0
"(-1.613, -0.536]",1.0,5.0,7.0,64.8,4.02535169073515,1280.0
"(-1.613, -0.536]",3.0,2.0,2.0,61.5,4.0943445622221,1280.0
"(-1.613, -0.536]",3.0,3.0,3.0,61.8,4.02535169073515,1280.0
"(-1.613, -0.536]",0.0,3.0,4.0,67.0,4.110873864173311,1280.0
"(-1.613, -0.536]",3.0,3.0,2.0,60.7,4.07753744390572,1280.0
"(-1.613, -0.536]",4.0,1.0,2.0,60.7,4.07753744390572,1281.0
"(-1.613, -0.536]",2.0,5.0,5.0,61.6,4.007333185232471,1281.0
"(-1.613, -0.536]",2.0,3.0,2.0,61.6,4.02535169073515,1281.0
"(-1.613, -0.536]",3.0,3.0,2.0,60.9,4.060443010546419,1281.0
"(-1.613, -0.536]",4.0,5.0,4.0,61.4,4.04305126783455,1282.0
"(-1.613, -0.536]",3.0,2.0,2.0,59.6,4.0943445622221,1282.0
"(-1.613, -0.536]",2.0,2.0,2.0,62.7,4.04305126783455,1282.0
"(-1.613, -0.536]",2.0,2.0,2.0,59.9,4.02535169073515,1282.0
"(-1.613, -0.536]",2.0,5.0,4.0,62.2,4.007333185232471,1282.0
"(-1.613, -0.536]",1.0,1.0,2.0,62.6,4.1588830833596715,1282.0
"(-1.613, -0.536]",1.0,4.0,4.0,57.6,4.1588830833596715,1282.0
"(-1.613, -0.536]",3.0,1.0,4.0,60.8,4.0943445622221,1282.0
"(-0.536, 0.538]",4.0,4.0,2.0,62.8,4.02535169073515,1283.0
"(-1.613, -0.536]",4.0,2.0,2.0,59.2,4.07753744390572,1284.0
"(-1.613, -0.536]",4.0,1.0,2.0,61.4,4.060443010546419,1284.0
"(-1.613, -0.536]",4.0,1.0,2.0,59.4,4.04305126783455,1284.0
"(-1.613, -0.536]",4.0,1.0,2.0,62.9,4.007333185232471,1284.0
"(-1.613, -0.536]",4.0,2.0,1.0,60.2,4.060443010546419,1284.0
"(-1.613, -0.536]",2.0,3.0,2.0,63.2,4.060443010546419,1284.0
"(-1.613, -0.536]",2.0,3.0,2.0,61.0,4.02535169073515,1284.0
"(-1.613, -0.536]",2.0,2.0,2.0,61.6,3.9889840465642745,1284.0
"(-1.613, -0.536]",2.0,1.0,2.0,61.2,4.04305126783455,1284.0
"(-1.613, -0.536]",3.0,0.0,2.0,62.0,4.0943445622221,1284.0
"(-1.613, -0.536]",2.0,2.0,2.0,59.9,4.04305126783455,1286.0
"(-1.613, -0.536]",3.0,0.0,4.0,59.3,4.060443010546419,1286.0
"(-0.536, 0.538]",4.0,1.0,3.0,63.8,4.04305126783455,1286.0
"(-1.613, -0.536]",4.0,3.0,1.0,62.7,4.060443010546419,1286.0
"(-1.613, -0.536]",3.0,5.0,4.0,62.3,4.060443010546419,1286.0
"(-1.613, -0.536]",4.0,5.0,4.0,61.6,4.037774210733707,1286.0
"(-1.613, -0.536]",2.0,2.0,2.0,62.7,4.02535169073515,1286.0
"(-1.613, -0.536]",3.0,2.0,3.0,60.4,4.0943445622221,1286.0
"(-1.613, -0.536]",2.0,2.0,3.0,61.4,4.02535169073515,1286.0
"(-0.536, 0.538]",2.0,1.0,3.0,62.2,4.007333185232471,1286.0
"(-1.613, -0.536]",2.0,2.0,2.0,61.0,4.02535169073515,1286.0
"(-1.613, -0.536]",2.0,3.0,1.0,61.7,4.04305126783455,1286.0
"(-1.613, -0.536]",1.0,3.0,2.0,63.9,4.04305126783455,1286.0
"(-1.613, -0.536]",3.0,3.0,2.0,62.2,4.0943445622221,1286.0
"(-1.613, -0.536]",3.0,3.0,2.0,62.9,4.07753744390572,1286.0
"(-1.613, -0.536]",3.0,3.0,2.0,62.6,4.02535169073515,1286.0
"(-1.613, -0.536]",4.0,4.0,2.0,63.2,4.04305126783455,1286.0
"(-1.613, -0.536]",3.0,4.0,2.0,61.3,4.0943445622221,1286.0
"(-1.613, -0.536]",1.0,3.0,2.0,63.6,4.007333185232471,1286.0
"(-1.613, -0.536]",2.0,3.0,2.0,62.1,4.02535169073515,1286.0
"(-1.613, -0.536]",4.0,3.0,2.0,60.0,4.143134726391533,1286.0
"(-1.613, -0.536]",1.0,3.0,2.0,62.5,4.1588830833596715,1286.0
"(-1.613, -0.536]",3.0,3.0,2.0,62.8,4.110873864173311,1286.0
